TransactionID,UserID,CourseID,TransactionDate,Amount,CompletionStatus,Rating
T02504,U0915,C085,2022-08-28,121.44,Completed,3.8
T02505,U0569,C025,2023-07-07,126.47,Completed,
T02506,U0940,C083,2022-08-11,165.9,In Progress,
T02507,U0482,C093,2024-02-12,75.14,Completed,4.2
T02508,U0803,C117,2024-06-03,46.78,In Progress,2.8
T02509,U0114,C138,2024-03-05,47.69,Not Started,4.8
T02510,U0893,C056,2022-02-27,149.19,Completed,4.0
T02511,U0897,C012,2022-05-24,126.67,In Progress,4.6
T02512,U0820,C120,2023-05-31,49.19,Completed,4.7
T02513,U0853,C071,2022-10-24,37.55,In Progress,
T02514,U0477,C017,2022-08-28,32.92,In Progress,4.2
T02515,U0710,C122,2024-04-15,129.27,Completed,4.2
T02516,U0933,C124,2024-01-20,10.01,Not Started,3.7
T02517,U0321,C010,2023-08-13,13.47,In Progress,3.6
T02518,U0179,C031,2022-11-23,84.01,Not Started,3.0
T02519,U0897,C060,2023-08-15,141.35,In Progress,3.5
T02520,U0219,C070,2023-09-05,142.05,Not Started,5.0
T02521,U0789,C017,2024-03-02,91.71,Completed,3.2
T02522,U0949,C050,2023-11-20,141.29,Completed,4.4
T02523,U0528,C037,2024-04-18,109.0,In Progress,
T02524,U0492,C118,2022-11-25,195.61,Not Started,
T02525,U0891,C080,2022-08-31,40.86,Completed,2.6
T02526,U0061,C011,2022-11-06,124.12,Not Started,3.7
T02527,U0054,C134,2024-06-16,103.33,Completed,
T02528,U0680,C123,2022-05-27,46.94,Completed,
T02529,U0538,C035,2023-11-08,152.49,Completed,4.0
T02530,U0848,C033,2023-06-18,62.34,In Progress,4.5
T02531,U0988,C018,2022-08-15,82.51,Not Started,4.0
T02532,U0065,C013,2023-02-28,81.21,Completed,
T02533,U0612,C090,2022-11-04,56.39,In Progress,
T02534,U0586,C110,2022-10-09,91.82,Completed,2.8
T02535,U0704,C001,2022-03-04,99.93,In Progress,3.2
T02536,U0171,C063,2023-07-25,151.39,Completed,2.6
T02537,U0273,C034,2023-08-29,155.35,In Progress,3.5
T02538,U0889,C103,2024-06-19,40.12,In Progress,3.8
T02540,U0535,C128,2022-06-29,180.27,Completed,
T02541,U0391,C007,2023-10-04,30.66,Completed,4.5
T02542,U0940,C056,2023-11-27,99.84,In Progress,
T02543,U0693,C080,2023-03-14,152.56,Not Started,2.9
T02544,U0327,C012,2023-07-24,126.17,Not Started,
T02545,U0108,C145,2023-05-23,29.1,Not Started,
T02546,U0847,C048,2022-02-18,85.35,Not Started,4.7
T02547,U0162,C026,2022-12-19,106.37,Completed,2.9
T02548,U0814,C112,2023-10-21,199.2,Completed,4.6
T02549,U0452,C122,2023-11-19,43.93,Completed,4.4
T02550,U0206,C012,2023-01-26,196.65,Completed,4.0
T02551,U0590,C149,2024-03-15,81.46,In Progress,
T02552,U0016,C042,2023-06-22,48.05,Not Started,3.3
T02553,U0327,C061,2022-11-23,88.67,Completed,2.9
T02554,U0608,C058,2023-12-15,126.65,In Progress,
T02555,U0659,C034,2023-03-03,50.55,In Progress,3.2
T02556,U0002,C007,2023-02-23,65.36,In Progress,
T02557,U0010,C109,2022-06-02,172.35,Completed,4.7
T02558,U0434,C035,2022-11-04,199.8,In Progress,2.7
T02559,U0125,C015,2023-01-21,70.44,Completed,4.8
T02560,U0081,C025,2022-07-08,38.27,Not Started,
T02561,U0485,C059,2024-02-12,160.69,Not Started,4.3
T02562,U0652,C079,2023-07-05,124.08,Completed,4.8
T02563,U0838,C086,2023-04-30,29.07,Completed,
T02564,U0150,C134,2022-09-04,189.88,In Progress,3.8
T02565,U0800,C088,2024-05-19,24.82,In Progress,
T02566,U0873,C149,2022-08-19,128.81,Completed,
T02567,U0340,C071,2022-11-04,90.54,Not Started,
T02568,U0129,C121,2024-05-28,115.75,Completed,3.0
T02569,U0438,C093,2023-12-26,50.5,Completed,
T02570,U0751,C096,2022-05-28,140.73,In Progress,2.8
T02571,U0501,C032,2024-04-05,192.34,Completed,
T02572,U0058,C053,2023-04-20,97.09,Completed,
T02573,U0198,C059,2022-03-01,109.35,In Progress,
T02574,U0211,C069,2023-07-30,55.55,Completed,2.9
T02575,U0914,C132,2023-02-27,179.44,In Progress,
T02576,U0902,C086,2023-03-03,194.51,Not Started,
T02577,U0045,C018,2023-07-25,159.39,Not Started,2.7
T02578,U0097,C081,2023-06-27,113.12,Completed,4.9
T02579,U0279,C114,2022-05-18,191.78,Completed,
T02580,U0535,C024,2023-02-02,39.22,In Progress,4.2
T02581,U0410,C066,2022-09-06,100.9,In Progress,
T02582,U0461,C141,2022-09-19,112.14,Not Started,4.8
T02583,U0391,C062,2022-07-28,103.45,In Progress,4.0
T02584,U0847,C054,2022-12-05,162.45,Completed,
T02585,U0044,C143,2023-10-25,137.37,In Progress,
T02586,U0027,C131,2022-03-22,34.06,Not Started,4.0
T02587,U0794,C037,2023-04-06,75.82,Not Started,2.7
T02588,U0097,C037,2024-05-17,74.41,Completed,
T02589,U0975,C131,2023-01-15,117.46,In Progress,
T02590,U0548,C035,2022-04-05,65.37,Completed,3.7
T02591,U0621,C124,2023-07-03,32.27,In Progress,3.5
T02592,U0567,C018,2024-01-12,134.19,Completed,
T02593,U0704,C122,2024-04-29,171.69,Not Started,
T02594,U0219,C048,2022-07-15,187.0,In Progress,
T02595,U0185,C017,2022-02-22,194.78,Not Started,
T02596,U0069,C135,2022-10-02,158.4,Not Started,4.9
T02597,U0829,C057,2023-01-22,36.53,Completed,
T02598,U0130,C008,2023-11-21,172.08,In Progress,3.9
T02599,U0567,C128,2023-09-12,85.98,Not Started,2.8
T02600,U0890,C117,2023-09-10,148.67,In Progress,4.7
T02601,U0609,C056,2022-02-10,110.93,In Progress,2.9
T02602,U0848,C126,2024-06-13,167.43,Completed,2.9
T02603,U0599,C059,2022-03-16,90.84,In Progress,3.0
T02604,U0806,C058,2022-07-12,21.73,Completed,4.1
T02605,U0631,C140,2024-04-03,115.79,In Progress,2.8
T02606,U0720,C108,2024-02-19,42.54,Completed,4.4
T02607,U0334,C074,2023-08-25,193.44,Completed,
T02608,U0925,C148,2024-01-12,110.11,Completed,2.8
T02609,U0154,C101,2023-11-19,115.17,Completed,3.6
T02610,U0547,C048,2023-07-27,182.37,In Progress,
T02611,U0079,C071,2022-08-11,128.66,Completed,5.0
T02612,U0579,C116,2023-05-06,67.51,Completed,4.9
T02613,U0855,C122,2022-08-02,66.25,In Progress,3.0
T02614,U0413,C078,2024-06-09,105.29,In Progress,4.9
T02615,U0546,C029,2022-12-07,174.65,In Progress,
T02616,U0609,C093,2022-11-07,160.99,Not Started,
T02617,U0169,C073,2022-01-16,192.91,Completed,4.3
T02618,U0681,C100,2022-08-05,23.65,Completed,4.8
T02619,U0663,C074,2022-07-14,60.97,Completed,3.0
T02620,U0583,C095,2024-01-30,25.23,Not Started,
T02621,U0515,C017,2022-05-01,152.7,In Progress,3.5
T02622,U0314,C137,2024-02-04,36.75,Completed,
T02623,U0032,C097,2024-02-12,28.97,Completed,3.4
T02624,U0287,C009,2023-05-06,116.71,In Progress,4.1
T02625,U0594,C135,2022-09-06,88.17,Completed,
T02626,U0043,C144,2023-12-14,145.86,In Progress,3.3
T02627,U0903,C019,2023-09-11,102.52,Not Started,3.2
T02628,U0617,C134,2023-12-22,90.8,In Progress,4.4
T02629,U0001,C114,2022-07-29,90.84,Not Started,3.5
T02630,U0573,C139,2023-02-11,175.65,Completed,
T02631,U0270,C125,2022-09-03,85.08,In Progress,
T02632,U0180,C061,2023-07-20,73.34,Not Started,4.9
T02633,U0736,C042,2022-11-26,74.31,In Progress,4.2
T02634,U0518,C013,2024-03-05,47.34,In Progress,3.4
T02635,U0103,C140,2022-10-17,173.52,In Progress,2.7
T02636,U0010,C085,2023-01-25,37.85,Not Started,
T02637,U0583,C020,2023-04-23,182.63,Completed,
T02638,U0090,C050,2023-07-01,63.85,Completed,2.7
T02639,U0226,C092,2023-10-27,180.88,Completed,2.5
T02640,U0670,C088,2023-01-03,160.25,Not Started,4.6
T02641,U0740,C069,2022-11-12,120.57,Not Started,2.8
T02642,U0917,C037,2022-09-25,137.19,Completed,2.7
T02643,U0126,C140,2023-01-04,71.9,Completed,4.8
T02644,U0956,C099,2023-06-10,119.09,Not Started,2.7
T02645,U0209,C125,2023-05-25,65.55,Completed,
T02646,U0097,C054,2023-04-23,86.42,Completed,3.9
T02647,U0074,C130,2022-04-11,155.28,Completed,4.4
T02648,U0627,C041,2024-04-02,56.34,Completed,3.5
T02649,U0191,C045,2024-01-10,169.37,In Progress,
T02650,U0682,C103,2023-04-26,81.41,Completed,
T02651,U0819,C106,2024-02-19,111.1,In Progress,
T02652,U0960,C137,2024-05-09,188.96,Not Started,
T02653,U0716,C128,2022-11-24,139.43,Completed,2.8
T02654,U0056,C086,2022-07-28,132.65,Completed,
T02655,U0720,C047,2023-01-15,145.2,Not Started,4.5
T02656,U0553,C005,2022-11-17,184.43,In Progress,
T02657,U0032,C001,2023-02-28,57.21,Completed,
T02658,U0527,C044,2022-02-16,126.51,Completed,4.4
T02659,U0574,C150,2023-07-31,86.06,Completed,2.6
T02660,U0667,C038,2024-06-03,12.24,In Progress,
T02661,U0284,C019,2022-08-15,33.8,Completed,4.7
T02662,U0721,C115,2024-01-30,71.74,In Progress,
T02663,U0832,C087,2022-05-30,117.34,Completed,3.1
T02664,U0494,C123,2022-01-17,177.47,Not Started,4.0
T02665,U0187,C082,2022-09-25,160.3,Completed,3.9
T02666,U0498,C141,2023-07-21,115.12,In Progress,3.1
T02667,U0442,C058,2023-08-22,24.03,Completed,4.0
T02668,U0130,C146,2023-08-17,64.31,Completed,4.5
T02669,U0639,C067,2024-01-08,79.66,In Progress,4.5
T02670,U0292,C122,2023-03-04,128.12,In Progress,2.6
T02671,U0114,C087,2022-10-30,22.33,In Progress,
T02672,U0199,C131,2022-06-06,110.73,In Progress,4.2
T02673,U0013,C055,2022-07-20,181.27,Completed,
T02674,U0271,C089,2022-12-04,144.02,In Progress,3.8
T02675,U0601,C058,2022-08-24,161.43,Completed,4.3
T02676,U0215,C063,2023-01-24,139.51,Completed,2.6
T02677,U0444,C091,2023-08-07,49.24,In Progress,4.0
T02678,U0790,C052,2024-05-03,30.98,Not Started,
T02679,U0512,C126,2022-09-09,167.59,In Progress,
T02681,U0986,C072,2023-07-18,119.25,Not Started,3.9
T02682,U0993,C009,2023-11-02,45.95,Completed,4.6
T02683,U0715,C110,2023-12-03,124.63,Not Started,
T02684,U0074,C094,2022-12-12,15.94,In Progress,2.8
T02685,U0537,C117,2022-09-21,32.57,Not Started,
T02686,U0101,C083,2024-02-21,69.25,In Progress,
T02687,U0176,C080,2024-04-21,94.3,In Progress,3.3
T02688,U0427,C149,2023-05-16,32.9,In Progress,4.3
T02689,U0117,C100,2024-01-11,32.78,Completed,
T02690,U0166,C040,2023-10-20,147.91,Not Started,4.0
T02691,U0041,C103,2024-01-28,118.24,Completed,
T02692,U0429,C062,2023-05-18,111.4,Completed,
T02693,U0344,C069,2023-04-17,95.95,Completed,3.8
T02694,U0424,C142,2022-06-22,195.53,Completed,4.3
T02695,U0366,C109,2024-01-21,19.45,Completed,
T02696,U0120,C004,2024-03-25,44.31,Completed,
T02697,U0609,C072,2022-12-27,133.02,In Progress,
T02698,U0657,C017,2022-06-23,35.9,In Progress,4.5
T02699,U0728,C114,2022-05-24,121.97,Completed,3.9
T02700,U0229,C085,2024-01-08,117.86,Completed,
T02701,U0825,C057,2023-07-14,194.48,Not Started,3.8
T02702,U0130,C107,2023-05-16,177.83,Completed,
T02703,U0352,C048,2022-07-08,189.65,Completed,3.6
T02704,U0889,C117,2023-07-10,31.57,Completed,
T02705,U0318,C031,2023-10-20,174.94,Completed,3.1
T02706,U0984,C112,2022-03-02,34.52,In Progress,
T02707,U0649,C047,2023-06-21,130.25,Completed,4.3
T02708,U0836,C134,2022-02-04,146.8,In Progress,
T02709,U0337,C108,2024-05-09,40.55,Completed,3.3
T02710,U0273,C072,2024-05-17,130.2,In Progress,4.7
T02711,U0117,C071,2022-03-18,19.96,In Progress,4.9
T02712,U0818,C108,2024-04-17,65.71,Completed,
T02713,U0368,C053,2023-11-16,185.01,Completed,4.4
T02714,U0094,C142,2022-02-19,42.62,Completed,3.5
T02715,U0168,C016,2024-02-22,22.39,In Progress,4.9
T02716,U0954,C116,2022-01-07,94.29,Completed,
T02717,U0715,C073,2023-02-27,171.61,In Progress,3.3
T02718,U0341,C074,2022-05-21,24.56,Completed,3.5
T02719,U0661,C081,2024-05-12,77.54,Completed,
T02720,U0914,C012,2023-10-08,180.95,Completed,3.1
T02721,U0695,C128,2022-08-25,32.44,Completed,4.4
T02722,U0925,C070,2022-03-11,69.02,Completed,
T02723,U0152,C147,2023-12-26,157.89,Completed,4.0
T02724,U0586,C041,2022-06-04,113.2,In Progress,4.2
T02725,U0877,C059,2022-01-10,168.13,Completed,
T02726,U0913,C089,2022-08-12,31.19,In Progress,4.3
T02727,U0274,C024,2023-06-02,184.9,In Progress,4.5
T02728,U0554,C144,2023-04-12,187.62,In Progress,
T02729,U0496,C080,2023-01-18,39.5,Not Started,
T02730,U0724,C134,2022-03-03,16.43,Completed,4.6
T02731,U0101,C132,2023-09-25,198.06,Completed,3.1
T02732,U0557,C092,2023-10-16,101.62,In Progress,
T02733,U0082,C092,2023-11-14,118.68,In Progress,
T02734,U0529,C081,2023-09-24,127.01,In Progress,4.8
T02735,U0073,C142,2023-05-10,160.03,Completed,3.3
T02736,U0014,C071,2023-11-07,164.27,In Progress,2.9
T02737,U0433,C065,2023-05-15,46.84,Not Started,2.9
T02738,U0157,C052,2022-01-17,54.95,Completed,3.0
T02739,U0735,C030,2022-01-07,176.59,Not Started,3.6
T02740,U0132,C099,2023-06-29,165.7,Completed,3.8
T02741,U0338,C098,2023-07-19,127.34,Completed,
T02742,U0404,C042,2023-02-26,198.98,Completed,3.5
T02743,U0376,C139,2022-01-13,149.67,In Progress,3.0
T02744,U0888,C027,2022-01-18,51.0,In Progress,
T02745,U0559,C072,2023-06-27,170.85,In Progress,
T02746,U0107,C018,2024-01-10,88.79,In Progress,4.7
T02747,U0620,C077,2022-10-09,16.86,Completed,3.5
T02748,U0265,C045,2023-07-03,71.06,Completed,4.0
T02749,U0205,C115,2022-10-21,155.06,Completed,3.0
T02750,U0079,C087,2022-01-18,192.43,Not Started,
T02751,U0155,C140,2023-05-30,62.46,Completed,4.5
T02752,U0783,C092,2024-04-12,56.83,Not Started,
T02753,U0988,C022,2023-12-16,117.08,Completed,
T02754,U0997,C092,2023-11-22,164.21,Completed,
T02755,U0247,C077,2023-03-17,151.83,Completed,4.6
T02756,U0531,C025,2024-04-05,116.38,Completed,
T02757,U0858,C108,2022-07-03,129.95,Not Started,3.2
T02758,U0948,C135,2022-04-20,55.99,In Progress,
T02759,U0538,C109,2022-04-09,92.18,Not Started,2.6
T02760,U0729,C134,2023-06-21,58.51,Not Started,4.2
T02761,U0154,C024,2022-06-02,178.03,In Progress,4.4
T02762,U0154,C019,2022-09-04,31.38,In Progress,3.7
T02763,U0686,C083,2022-07-16,139.14,In Progress,2.9
T02764,U0092,C115,2023-09-27,59.44,In Progress,4.0
T02765,U0433,C009,2023-06-24,100.35,Completed,4.7
T02766,U0338,C112,2022-09-16,66.88,Completed,4.8
T02767,U0480,C102,2024-04-14,71.41,In Progress,
T02768,U0693,C048,2022-12-29,59.46,Completed,3.2
T02769,U0131,C069,2022-10-01,153.02,In Progress,4.7
T02770,U0450,C119,2024-03-25,79.48,Not Started,4.7
T02771,U0993,C045,2023-02-11,148.0,In Progress,3.4
T02772,U0810,C125,2022-03-22,96.64,In Progress,3.0
T02773,U0787,C014,2023-01-18,113.97,Completed,4.7
T02774,U0273,C134,2023-02-20,113.21,In Progress,
T02775,U0929,C135,2023-04-16,195.4,Completed,
T02776,U0588,C037,2023-08-02,79.73,Not Started,4.9
T02777,U0177,C053,2022-09-07,49.45,Not Started,
T02778,U0696,C018,2023-12-15,183.23,Not Started,
T02779,U0831,C038,2022-08-20,43.21,Completed,3.6
T02780,U0643,C129,2022-11-04,168.53,Completed,3.8
T02781,U0875,C044,2023-12-02,38.53,Not Started,3.2
T02782,U0049,C047,2024-04-27,135.15,Not Started,4.7
T02783,U0567,C035,2024-05-18,38.59,Not Started,3.6
T02784,U0666,C060,2022-03-24,185.38,In Progress,
T02785,U0355,C090,2023-11-01,117.34,In Progress,
T02786,U0712,C052,2024-05-28,72.55,Completed,
T02787,U0308,C008,2023-10-28,36.65,Not Started,
T02788,U0868,C107,2024-02-17,80.52,In Progress,2.5
T02790,U0630,C142,2022-04-06,83.13,Completed,3.0
T02791,U0775,C096,2023-02-20,56.75,In Progress,4.4
T02792,U0046,C026,2023-01-24,119.7,In Progress,3.7
T02793,U0302,C111,2023-01-22,89.38,Completed,2.9
T02794,U0868,C123,2023-07-20,41.49,Completed,
T02795,U0912,C051,2023-05-03,39.25,Completed,3.8
T02796,U0408,C123,2022-02-27,144.41,Completed,2.5
T02797,U0189,C005,2023-10-15,195.18,Not Started,
T02798,U0822,C077,2022-01-10,54.28,In Progress,4.2
T02799,U0830,C001,2023-12-21,156.89,In Progress,3.8
T02800,U0129,C011,2022-06-25,26.64,In Progress,
T02801,U0561,C008,2022-03-26,82.49,Completed,3.3
T02802,U0537,C032,2023-05-27,106.26,In Progress,
T02803,U0266,C028,2024-05-15,61.05,Not Started,4.5
T02804,U0118,C131,2023-03-21,110.61,In Progress,4.8
T02805,U0464,C128,2023-10-23,177.69,Completed,
T02806,U0144,C062,2024-03-14,189.43,In Progress,
T02807,U0442,C027,2022-12-06,29.1,Not Started,3.8
T02808,U0200,C045,2023-08-03,61.64,Completed,4.7
T02809,U0157,C105,2024-05-28,196.03,Completed,4.2
T02810,U0487,C092,2022-04-08,61.37,Not Started,4.6
T02811,U0860,C025,2023-06-25,141.6,Not Started,3.3
T02813,U0912,C142,2022-08-24,77.7,Completed,4.1
T02814,U0148,C136,2022-08-05,46.33,Completed,3.9
T02815,U0336,C142,2024-06-07,172.69,In Progress,3.8
T02816,U0071,C080,2023-12-10,177.69,Not Started,
T02817,U0233,C082,2023-08-04,66.4,Completed,
T02818,U0334,C135,2023-05-02,166.47,Completed,4.8
T02819,U0811,C088,2022-10-05,78.06,Not Started,
T02820,U0666,C127,2022-02-17,28.8,Completed,3.9
T02821,U0090,C055,2022-03-18,154.02,In Progress,4.8
T02823,U0199,C056,2022-10-15,62.12,Not Started,3.5
T02824,U0161,C015,2023-07-11,58.06,Not Started,2.7
T02825,U0538,C058,2023-08-01,195.36,Completed,
T02826,U0121,C088,2023-11-05,173.87,Not Started,4.8
T02827,U0301,C097,2022-02-03,163.85,Not Started,
T02828,U0724,C144,2022-07-03,34.31,Not Started,
T02829,U0575,C008,2024-05-20,153.48,Completed,
T02830,U0963,C040,2022-11-19,50.75,In Progress,2.6
T02831,U0436,C014,2022-01-17,195.69,Completed,4.7
T02832,U0068,C053,2022-08-01,19.89,Completed,3.9
T02833,U0765,C127,2023-08-25,76.9,In Progress,
T02834,U0922,C080,2022-05-28,91.43,Completed,5.0
T02835,U0459,C115,2024-02-10,166.59,In Progress,3.7
T02836,U0514,C134,2024-04-20,155.57,In Progress,3.7
T02837,U0398,C055,2023-12-31,81.24,Not Started,
T02838,U0620,C044,2024-04-20,117.45,Not Started,
T02839,U0286,C018,2023-02-12,168.75,Completed,3.9
T02840,U0561,C016,2022-03-20,13.45,In Progress,
T02841,U0140,C012,2022-11-03,162.4,In Progress,
T02842,U0730,C148,2022-06-16,189.9,Completed,4.3
T02843,U0556,C045,2023-08-01,16.08,Completed,3.4
T02844,U0929,C093,2022-09-04,18.65,Not Started,4.3
T02845,U0781,C022,2023-08-04,75.45,Completed,
T02846,U0590,C097,2024-05-04,26.67,Not Started,4.8
T02847,U0728,C047,2024-05-19,101.05,Not Started,4.7
T02848,U0894,C029,2023-02-03,148.45,In Progress,2.9
T02849,U0610,C045,2023-11-25,117.7,Not Started,
T02850,U0748,C077,2023-07-08,47.31,Completed,3.9
T02851,U0282,C009,2022-12-06,134.4,Not Started,4.3
T02852,U0661,C024,2023-01-29,140.11,Not Started,4.6
T02853,U0924,C015,2024-02-13,187.15,Completed,2.7
T02854,U0816,C013,2024-01-28,37.88,In Progress,
T02855,U0996,C091,2022-05-24,141.53,In Progress,
T02856,U0936,C101,2024-03-20,183.16,Completed,
T02857,U0578,C071,2023-12-07,105.29,Not Started,3.4
T02858,U0746,C122,2024-01-12,78.73,Completed,3.8
T02859,U0457,C076,2022-03-22,42.43,In Progress,3.0
T02860,U0087,C116,2023-05-28,174.68,Completed,
T02861,U0079,C061,2024-02-03,84.9,In Progress,2.6
T02862,U0205,C126,2022-12-21,185.72,Not Started,
T02863,U0791,C001,2022-02-24,171.06,In Progress,2.9
T02865,U0254,C088,2023-03-24,119.03,In Progress,4.7
T02866,U0304,C021,2022-08-26,15.15,Completed,2.7
T02867,U0380,C135,2024-05-08,60.0,Completed,4.5
T02868,U0130,C003,2022-03-19,144.94,Completed,4.7
T02869,U0596,C051,2022-12-15,138.79,Completed,
T02870,U0276,C079,2023-09-12,77.13,Completed,3.9
T02871,U0699,C095,2024-02-27,163.63,Not Started,3.3
T02872,U0558,C123,2023-09-21,54.8,Not Started,3.3
T02873,U0899,C006,2023-09-02,97.63,Completed,
T02874,U0183,C017,2023-02-11,99.77,Completed,4.0
T02875,U0268,C117,2024-03-03,74.75,Completed,
T02876,U0808,C060,2022-12-01,191.38,Not Started,4.1
T02877,U0322,C150,2022-01-31,142.36,In Progress,
T02878,U0512,C125,2023-10-12,112.44,In Progress,2.8
T02879,U0612,C081,2022-10-07,106.99,In Progress,4.9
T02880,U0078,C085,2024-03-13,40.26,In Progress,
T02881,U0784,C051,2023-04-07,80.71,Completed,4.4
T02882,U0339,C139,2023-05-18,137.82,Completed,3.1
T02883,U0674,C071,2022-08-22,185.66,Completed,
T02885,U0509,C069,2023-07-21,67.06,Not Started,4.3
T02886,U0238,C048,2023-01-20,92.44,Completed,2.8
T02887,U0134,C125,2023-03-19,25.74,Completed,4.1
T02888,U0973,C057,2022-07-10,29.4,Not Started,4.4
T02889,U0192,C021,2023-11-28,99.33,Completed,4.6
T02890,U0356,C082,2023-08-23,110.73,Completed,
T02891,U0278,C099,2023-11-08,60.16,Not Started,4.8
T02892,U0018,C148,2023-01-25,132.12,In Progress,3.8
T02893,U0524,C015,2022-03-29,143.63,Completed,4.2
T02894,U0180,C069,2024-03-01,66.82,In Progress,3.4
T02895,U0123,C076,2023-09-26,154.09,In Progress,2.5
T02896,U0246,C062,2022-10-30,49.05,Completed,
T02897,U0734,C119,2024-03-28,113.4,In Progress,4.7
T02898,U0373,C037,2022-09-10,162.8,In Progress,2.9
T02899,U0051,C134,2024-01-01,112.02,Not Started,2.6
T02900,U1000,C026,2022-03-17,182.5,Not Started,
T02901,U0071,C008,2022-03-26,21.11,Completed,4.7
T02902,U0480,C004,2022-10-02,121.77,In Progress,3.2
T02903,U0560,C021,2022-06-07,116.72,Completed,
T02904,U0019,C149,2023-01-25,135.46,Completed,
T02905,U0774,C025,2023-12-30,168.34,Completed,3.2
T02906,U0084,C143,2024-03-13,147.9,In Progress,
T02907,U0155,C043,2023-10-12,160.14,In Progress,4.9
T02908,U0565,C037,2022-06-07,64.87,Completed,3.3
T02909,U0619,C042,2024-01-28,83.61,Not Started,3.1
T02910,U0357,C092,2023-02-03,129.08,In Progress,4.7
T02911,U0816,C061,2022-11-21,115.15,In Progress,4.6
T02912,U0647,C142,2023-01-05,192.6,Completed,3.3
T02913,U0443,C068,2022-04-20,45.49,In Progress,2.7
T02914,U0069,C053,2022-04-04,76.73,Not Started,5.0
T02915,U0523,C084,2022-01-06,118.81,Completed,4.2
T02916,U0143,C034,2022-11-12,174.9,Completed,4.8
T02917,U0192,C076,2023-04-01,186.57,Not Started,3.4
T02918,U0387,C097,2023-01-04,73.84,In Progress,4.1
T02919,U0378,C148,2024-02-19,22.74,In Progress,4.2
T02920,U0581,C030,2022-10-04,90.1,Completed,4.7
T02921,U0535,C088,2022-04-15,84.92,In Progress,5.0
T02922,U0693,C007,2022-05-16,197.42,Completed,2.8
T02923,U0293,C036,2022-03-31,91.89,Completed,4.1
T02924,U0009,C038,2022-07-11,68.08,In Progress,
T02925,U0271,C052,2023-03-18,79.41,Completed,4.5
T02926,U0387,C143,2023-04-05,85.41,In Progress,4.4
T02927,U0093,C140,2023-07-25,166.08,Not Started,
T02928,U0966,C143,2023-07-23,25.38,In Progress,3.4
T02929,U0529,C093,2023-06-09,70.13,In Progress,
T02930,U0154,C107,2023-02-22,193.59,Completed,2.6
T02931,U0405,C126,2022-04-16,39.08,Completed,3.1
T02932,U0840,C049,2022-01-27,151.08,Not Started,
T02933,U0149,C021,2022-04-02,77.7,Completed,
T02934,U0889,C015,2022-12-29,120.53,Completed,3.7
T02935,U0267,C014,2023-07-22,28.9,In Progress,
T02936,U0422,C042,2022-04-06,68.21,In Progress,
T02937,U0840,C015,2023-09-04,105.15,Completed,
T02939,U0472,C027,2024-03-14,112.95,Not Started,
T02940,U0893,C093,2022-11-29,51.74,Completed,3.2
T02941,U0547,C105,2024-06-03,133.51,Completed,3.6
T02942,U0631,C053,2023-01-30,181.82,Completed,
T02943,U0526,C052,2022-01-13,26.23,Completed,
T02944,U0503,C063,2022-10-26,51.15,In Progress,4.1
T02945,U0014,C057,2023-02-28,170.43,In Progress,
T02946,U0778,C120,2023-02-02,129.99,In Progress,4.5
T02947,U0652,C052,2024-03-08,24.94,Completed,
T02948,U0806,C107,2022-03-28,102.4,Completed,
T02949,U0364,C043,2024-01-13,49.84,Completed,
T02950,U0119,C135,2023-07-27,47.82,Completed,
T02951,U0238,C117,2022-09-06,188.71,Completed,3.5
T02952,U0546,C004,2023-08-09,154.68,Completed,
T02953,U0169,C133,2023-06-18,142.27,Completed,4.1
T02954,U0522,C080,2022-06-23,55.39,In Progress,3.2
T02955,U0634,C041,2023-12-03,32.52,Completed,4.6
T02956,U0913,C132,2023-01-25,175.45,Completed,
T02957,U0657,C002,2022-06-23,11.11,Completed,
T02958,U0963,C149,2022-05-23,83.73,Completed,3.7
T02959,U0958,C043,2022-10-03,62.74,In Progress,
T02960,U0735,C082,2022-11-05,118.36,Completed,2.9
T02961,U0883,C108,2022-10-02,57.59,Completed,2.8
T02962,U0769,C137,2023-05-20,69.12,Completed,2.6
T02963,U0780,C026,2022-05-30,171.5,Completed,
T02964,U0871,C082,2022-03-06,124.6,In Progress,3.0
T02965,U0516,C083,2022-06-21,37.67,Not Started,4.6
T02966,U0938,C131,2023-03-22,148.02,Completed,3.2
T02967,U0397,C073,2022-10-10,49.41,In Progress,
T02968,U0866,C100,2023-03-08,92.26,Completed,4.6
T02969,U0106,C049,2022-11-03,132.85,Completed,3.7
T02970,U0085,C145,2023-05-11,61.66,Completed,4.0
T02971,U0214,C063,2024-03-12,82.97,Not Started,3.3
T02972,U0121,C055,2022-03-20,149.48,Completed,2.6
T02973,U0132,C034,2023-01-05,188.19,Not Started,
T02974,U0850,C105,2022-09-15,110.55,Completed,3.8
T02975,U0197,C105,2022-09-10,11.88,Completed,2.5
T02976,U0019,C069,2024-01-09,74.3,In Progress,
T02977,U0642,C015,2023-10-03,85.73,Not Started,4.7
T02978,U0012,C003,2023-05-23,74.43,Not Started,3.0
T02979,U0081,C003,2023-09-01,92.88,In Progress,
T02980,U0330,C102,2023-09-24,130.2,Completed,
T02981,U0866,C004,2022-07-20,33.0,Completed,4.6
T02982,U0774,C088,2023-04-14,61.79,Completed,4.6
T02983,U0392,C045,2022-04-20,106.44,Completed,3.1
T02984,U0637,C045,2022-05-19,69.95,Not Started,
